experiment,target_stand,inventory_th,plot_install_year,thinning_intensity,region_symbol,age,age_class,dbh,Dq,height,Hd,si,tph,sdi,rd,ba,vol,dbhgr,bagr,geometry,species,marker_label,regional_forest_service
b잣나무림_2012_북부02,b잣나무림,2,2012,c강도간벌,북부02,79,8,45.6,46,24.6,27.2,19.3,219,458.5,0.42,36.3,435.9,1.03,1.68,list(),NA,NA,aNorth
b잣나무림_2012_북부03,b잣나무림,2,2012,a무간벌,북부03,55,6,28.3,28.9,22.1,24.3,20.7,674,803.4,0.74,44.2,488.6,0.88,2.91,list(),NA,NA,aNorth
b잣나무림_2012_북부03,b잣나무림,2,2012,b약도간벌,북부03,55,6,30.8,31.3,23,24.8,19.6,394,517.1,0.47,30.3,344.1,1.41,2.85,list(),NA,NA,aNorth
b잣나무림_2012_북부03,b잣나무림,2,2012,c강도간벌,북부03,55,6,33.3,33.6,22.7,25.3,20,337,482.1,0.44,29.9,333.6,1.79,3.3,list(),NA,NA,aNorth
b잣나무림_2012_북부04,b잣나무림,2,2012,a무간벌,북부04,55,6,29.7,30.1,20.1,21.7,17.7,549,688.5,0.63,39.1,388.6,1.34,3.59,list(),NA,NA,aNorth
b잣나무림_2012_북부04,b잣나무림,2,2012,b약도간벌,북부04,55,6,35.2,35.4,21.9,23.6,19.2,234,356.9,0.33,23,245.6,1.89,2.54,list(),NA,NA,aNorth
b잣나무림_2012_북부04,b잣나무림,2,2012,c강도간벌,북부04,55,6,33.6,34,21.4,22.9,18.6,262,380.9,0.35,23.8,248.8,2.01,2.89,list(),NA,NA,aNorth
b잣나무림_2012_북부05,b잣나무림,2,2012,a무간벌,북부05,32,4,18.6,19.3,13.9,16.3,19.8,1070,782.6,0.72,31.4,233.9,1.55,3.42,list(),NA,NA,aNorth
b잣나무림_2012_북부05,b잣나무림,2,2012,b약도간벌,북부05,32,4,19.5,20,13.1,14.7,18.8,969,738,0.68,30.4,206.2,1.25,4.87,list(),NA,NA,aNorth
b잣나무림_2012_북부05,b잣나무림,2,2012,c강도간벌,북부05,32,4,23.9,24.3,14.6,16,20.4,580,561.4,0.52,27,197.8,2.27,5.26,list(),NA,NA,aNorth
b잣나무림_2012_북부06,b잣나무림,2,2012,a무간벌,북부06,40,4,28.8,29,17.9,19.5,19.1,683,816.6,0.75,45,394.8,1.11,3.61,list(),NA,NA,aNorth
b잣나무림_2012_북부06,b잣나무림,2,2012,b약도간벌,북부06,40,4,28.8,29.2,17.9,19.9,20,671,809.9,0.74,44.9,399.4,1.56,5.11,list(),NA,NA,aNorth
b잣나무림_2012_북부06,b잣나무림,2,2012,c강도간벌,북부06,40,4,30.3,30.8,18.4,20.2,20.4,381,491,0.45,28.4,259.8,2.19,4.18,list(),NA,NA,aNorth
b잣나무림_2012_북부07,b잣나무림,2,2012,a무간벌,북부07,40,4,23.6,24,18.6,20.2,20.3,736,701.3,0.64,33.4,309.2,1.09,3.19,list(),NA,NA,aNorth
b잣나무림_2012_북부07,b잣나무림,2,2012,b약도간벌,북부07,40,4,26.5,26.9,18.6,20.4,20.9,622,680.3,0.62,35.4,324.7,1.16,3.2,list(),NA,NA,aNorth
b잣나무림_2012_북부07,b잣나무림,2,2012,c강도간벌,북부07,40,4,27.4,27.8,19.5,21.1,21.7,505,575.2,0.53,30.7,295.7,1.3,3,list(),NA,NA,aNorth
b잣나무림_2012_북부08,b잣나무림,2,2012,a무간벌,북부08,19,2,15.2,15.5,9.8,10.7,26.1,1534,855.3,0.79,28.8,154.7,1.96,8.04,list(),NA,NA,aNorth
b잣나무림_2012_북부08,b잣나무림,2,2012,b약도간벌,북부08,19,2,17.7,19,9,10.2,26.5,645,461.4,0.42,18.2,100.5,2.96,4.84,list(),NA,NA,aNorth
b잣나무림_2012_북부08,b잣나무림,2,2012,c강도간벌,북부08,19,2,17.7,18.9,9.1,10.5,28.1,605,432,0.4,17,93.9,2.63,5.25,list(),NA,NA,aNorth
b잣나무림_2012_북부09,b잣나무림,2,2012,a무간벌,북부09,42,5,16.7,17.3,13.9,15.7,15.8,1711,1096.6,1.01,40.4,295.9,1.2,4.44,list(),NA,NA,aNorth
b잣나무림_2012_북부09,b잣나무림,2,2012,b약도간벌,북부09,42,5,17.2,18.2,12.3,16.6,16.4,1491,1010.7,0.93,38.6,274.5,1.72,4.98,list(),NA,NA,aNorth
b잣나무림_2012_북부09,b잣나무림,2,2012,c강도간벌,북부09,42,5,22.7,23.2,14.6,15.8,15.9,562,513.3,0.47,23.8,178.2,1.81,3.92,list(),NA,NA,aNorth
b잣나무림_2012_북부10,b잣나무림,2,2012,a무간벌,북부10,72,8,38.7,40,22.4,24.6,19.1,383,678.5,0.62,48.2,540.8,0.66,1.89,list(),NA,NA,aNorth
b잣나무림_2012_북부10,b잣나무림,2,2012,b약도간벌,북부10,72,8,36.4,36.9,20.5,22.2,17,447,717.4,0.66,47.9,483.7,0.75,2.02,list(),NA,NA,aNorth
b잣나무림_2012_북부10,b잣나무림,2,2012,c강도간벌,북부10,72,8,41.3,41.9,24.5,26.5,19.3,257,481.5,0.44,35.4,423.4,1.3,2.28,list(),NA,NA,aNorth
b잣나무림_2012_북부11,b잣나무림,2,2012,a무간벌,북부11,41,5,22.2,23.3,18.3,21.2,20.2,937,859.3,0.79,39.9,386,0.88,2.11,list(),NA,NA,aNorth
b잣나무림_2012_북부11,b잣나무림,2,2012,b약도간벌,북부11,41,5,24.2,24.7,19.2,21.2,20.2,932,916.7,0.84,44.5,428,1.05,3.14,list(),NA,NA,aNorth
b잣나무림_2012_북부11,b잣나무림,2,2012,c강도간벌,북부11,41,5,29.3,29.7,19.4,21.6,20.5,483,595.8,0.55,33.5,323.5,1.59,3.75,list(),NA,NA,aNorth
b잣나무림_2012_북부12,b잣나무림,2,2012,a무간벌,북부12,29,3,19.6,20,12.1,13.7,17.9,1293,987.5,0.91,40.7,256.3,1.46,6.15,list(),NA,NA,aNorth
b잣나무림_2012_북부12,b잣나무림,2,2012,b약도간벌,북부12,29,3,16.3,17,10.5,13.3,17.2,1103,691.7,0.64,25.1,150.4,1.74,5.58,list(),NA,NA,aNorth
b잣나무림_2012_북부12,b잣나무림,2,2012,c강도간벌,북부12,29,3,19.8,21.1,12.3,14.1,19.8,790,642.6,0.59,27.6,186.3,1.31,3.33,list(),NA,NA,aNorth
b잣나무림_2012_북부13,b잣나무림,2,2012,a무간벌,북부13,55,6,24.3,24.9,20,22.1,18.9,1487,1478.9,1.36,72.3,717.6,0.65,4.06,list(),NA,NA,aNorth
b잣나무림_2012_북부13,b잣나무림,2,2012,b약도간벌,북부13,55,6,25.4,26.2,15.9,19.7,16.6,1183,1253.5,1.15,63.9,545.2,1.27,2.04,list(),NA,NA,aNorth
b잣나무림_2012_북부13,b잣나무림,2,2012,c강도간벌,북부13,55,6,20.7,21.6,14.1,18.2,15.3,1667,1395.6,1.28,61.1,472,1.31,4.57,list(),NA,NA,aNorth
b잣나무림_2012_북부14,b잣나무림,2,2012,a무간벌,북부14,41,5,28.1,28.5,15.8,18.1,17.5,686,804.4,0.74,43.8,345,1.19,3.76,list(),NA,NA,aNorth
b잣나무림_2012_북부14,b잣나무림,2,2012,b약도간벌,북부14,41,5,32.1,32.4,17.9,19.7,19.5,485,664.8,0.61,40,352.4,1.69,4.37,list(),NA,NA,aNorth
b잣나무림_2012_북부14,b잣나무림,2,2012,c강도간벌,북부14,41,5,32.6,33,17.4,19.7,19.6,315,440,0.4,26.8,231.1,2.16,3.62,list(),NA,NA,aNorth
b잣나무림_2012_북부15,b잣나무림,2,2012,a무간벌,북부15,35,4,20.2,20.4,14.9,16.4,18.4,999,780.8,0.72,32.7,246.8,1.49,5.03,list(),NA,NA,aNorth
b잣나무림_2012_북부15,b잣나무림,2,2012,b약도간벌,북부15,35,4,22.7,22.9,14.8,16.6,18.9,651,584.3,0.54,26.7,198.2,1.43,3.48,list(),NA,NA,aNorth
b잣나무림_2012_북부15,b잣나무림,2,2012,c강도간벌,북부15,35,4,25.6,25.8,16.2,17.9,20.1,348,360.9,0.33,18.1,146.1,1.85,2.73,list(),NA,NA,aNorth
b잣나무림_2012_북부16,b잣나무림,2,2012,a무간벌,북부16,41,5,25.6,25.9,18.3,20,19.9,705,734.8,0.67,37,336.8,1.32,3.79,list(),NA,NA,aNorth
b잣나무림_2012_북부16,b잣나무림,2,2012,b약도간벌,북부16,41,5,25.3,25.5,17,18.6,18.3,447,458.2,0.42,22.9,193.6,1.59,1.42,list(),NA,NA,aNorth
b잣나무림_2012_북부16,b잣나무림,2,2012,c강도간벌,북부16,41,5,29,29.3,18.8,21.5,20.5,324,392.6,0.36,21.8,203.6,2.33,2.48,list(),NA,NA,aNorth
b잣나무림_2014_남부01,b잣나무림,2,2014,a무간벌,남부01,33,4,20.3,20.8,12.8,14.1,16.8,2103,1684.4,1.55,71.6,474.6,0.67,5.08,list(),NA,NA,cSouth
b잣나무림_2014_남부01,b잣나무림,2,2014,b약도간벌,남부01,33,4,22,22.4,12.7,14.3,18.4,1266,1110.4,1.02,50.1,326.7,1.17,5.69,list(),NA,NA,cSouth
b잣나무림_2014_남부01,b잣나무림,2,2014,c강도간벌,남부01,33,4,23.8,23.9,13.4,15,18.8,705,666.8,0.61,31.6,212.7,1.96,4.25,list(),NA,NA,cSouth
b잣나무림_2014_남부02,b잣나무림,2,2014,a무간벌,남부02,35,4,21.1,21.6,17,19,21.3,858,718.9,0.66,31.5,272.6,1.22,2.7,list(),NA,NA,cSouth
b잣나무림_2014_남부02,b잣나무림,2,2014,b약도간벌,남부02,35,4,18.9,19.9,14.6,16.6,18.5,967,733.2,0.67,30.1,236.4,0.92,3.23,list(),NA,NA,cSouth
b잣나무림_2014_남부02,b잣나무림,2,2014,c강도간벌,남부02,35,4,25.4,25.3,16.7,18.2,20.7,514,521.4,0.48,25.8,215,1.54,3.25,list(),NA,NA,cSouth
b잣나무림_2014_남부03,b잣나무림,2,2014,a무간벌,남부03,40,4,30.1,30.4,18.4,19.8,19.9,537,681.3,0.63,39,356.2,NA,NA,list(),NA,NA,cSouth
b잣나무림_2014_남부03,b잣나무림,2,2014,b약도간벌,남부03,40,4,28.8,29.1,17.1,19,19.5,372,446.4,0.41,24.7,211.1,NA,NA,list(),NA,NA,cSouth
b잣나무림_2014_남부03,b잣나무림,2,2014,c강도간벌,남부03,40,4,29.3,29.8,16.4,18.6,19.4,264,326.1,0.3,18.4,151.8,NA,NA,list(),NA,NA,cSouth
b잣나무림_2014_남부04,b잣나무림,2,2014,a무간벌,남부04,34,4,26.3,27.4,15.5,18.4,20.8,513,573.7,0.53,30.3,246.3,0.04,4.53,list(),NA,NA,cSouth
b잣나무림_2014_남부04,b잣나무림,2,2014,b약도간벌,남부04,34,4,26.7,27.5,15.2,17.5,20.5,645,723.3,0.66,38.2,314.1,2.19,6.67,list(),NA,NA,cSouth
b잣나무림_2014_남부04,b잣나무림,2,2014,c강도간벌,남부04,34,4,27.6,27.5,15.5,17,20.2,389,437.3,0.4,23.2,182.8,3.27,5.72,list(),NA,NA,cSouth
b잣나무림_2014_남부05,b잣나무림,2,2014,a무간벌,남부05,23,3,14.1,14.3,8.9,9.8,17.3,1443,733.9,0.67,23.3,117.9,2.49,8.39,list(),NA,NA,cSouth
b잣나무림_2014_남부05,b잣나무림,2,2014,b약도간벌,남부05,23,3,13.4,13.6,8.2,9.3,18.1,1088,518.1,0.48,15.7,75.3,2.45,5.07,list(),NA,NA,cSouth
b잣나무림_2014_남부05,b잣나무림,2,2014,c강도간벌,남부05,23,3,15.6,15.8,9.5,10.7,20.4,669,383.7,0.35,13.1,68.1,2.65,4.78,list(),NA,NA,cSouth
b잣나무림_2014_남부06,b잣나무림,2,2014,a무간벌,남부06,27,3,19.9,20.2,11.8,13,18.8,733,564.6,0.52,23.4,142.8,2.15,5.39,list(),NA,NA,cSouth
b잣나무림_2014_남부06,b잣나무림,2,2014,b약도간벌,남부06,27,3,18.3,18.5,11.2,12.9,19.9,774,538.3,0.49,20.9,123.2,2.24,4.12,list(),NA,NA,cSouth
b잣나무림_2014_남부06,b잣나무림,2,2014,c강도간벌,남부06,27,3,19.9,20.2,12.5,14.1,21.7,519,400.7,0.37,16.6,108.2,2.47,4.39,list(),NA,NA,cSouth
b잣나무림_2014_남부07,b잣나무림,2,2014,a무간벌,남부07,34,4,28.1,28.5,14.4,15.8,18.2,472,552.3,0.51,30,217.7,2.75,6.15,list(),NA,NA,cSouth
b잣나무림_2014_남부07,b잣나무림,2,2014,b약도간벌,남부07,34,4,28.2,28.4,14,15.2,19.1,351,409.8,0.38,22.2,154.3,2.93,3.49,list(),NA,NA,cSouth
b잣나무림_2014_남부07,b잣나무림,2,2014,c강도간벌,남부07,34,4,25.6,25.8,13.7,15.5,18.8,420,436.8,0.4,22,151.9,3.21,5.82,list(),NA,NA,cSouth
b잣나무림_2014_남부08,b잣나무림,2,2014,a무간벌,남부08,40,4,22.4,22.8,16.9,19,19.1,1224,1094.5,1,50,427,0.54,2.52,list(),NA,NA,cSouth
b잣나무림_2014_남부08,b잣나무림,2,2014,b약도간벌,남부08,40,4,20.9,21.1,17,18.8,18.5,1139,926.3,0.85,39.8,341.9,1.07,4.25,list(),NA,NA,cSouth
b잣나무림_2014_남부08,b잣나무림,2,2014,c강도간벌,남부08,40,4,22.2,22.5,16.2,17.9,18.1,961,845.8,0.78,38.2,314.5,1.21,4.36,list(),NA,NA,cSouth
b잣나무림_2014_남부09,b잣나무림,2,2014,a무간벌,남부09,43,5,23.5,24.5,16,19,18.2,847,827.7,0.76,40,341.3,0.85,3.1,list(),NA,NA,cSouth
b잣나무림_2014_남부09,b잣나무림,2,2014,b약도간벌,남부09,43,5,25.7,26.2,15.8,17.4,17.6,692,732.1,0.67,37.3,294.5,0.7,1.99,list(),NA,NA,cSouth
b잣나무림_2014_남부09,b잣나무림,2,2014,c강도간벌,남부09,43,5,29.4,29.9,16.4,18.5,18.2,457,567.5,0.52,32,261,2.1,2.61,list(),NA,NA,cSouth
b잣나무림_2014_남부10,b잣나무림,2,2014,a무간벌,남부10,18,2,12.5,12.7,8,9.1,22.6,1836,810.7,0.74,23.4,112.9,2.2,7.96,list(),NA,NA,cSouth
b잣나무림_2014_남부10,b잣나무림,2,2014,b약도간벌,남부10,18,2,14.3,14.5,8.5,10.4,27.7,1195,617,0.57,19.7,96,1.87,5.44,list(),NA,NA,cSouth
b잣나무림_2014_남부10,b잣나무림,2,2014,c강도간벌,남부10,18,2,15.9,16.1,9.2,10.2,28.3,914,534.4,0.49,18.5,93.2,3.2,8.33,list(),NA,NA,cSouth
b잣나무림_2014_남부11,b잣나무림,2,2014,a무간벌,남부11,18,2,13.4,13.6,7.2,8.4,20.4,1312,626.4,0.58,19.1,83.1,2.89,9.13,list(),NA,NA,cSouth
b잣나무림_2014_남부11,b잣나무림,2,2014,b약도간벌,남부11,18,2,13.8,14.2,7.4,8.6,24.7,956,481.7,0.44,15.2,70.8,3.12,7.37,list(),NA,NA,cSouth
b잣나무림_2014_남부11,b잣나무림,2,2014,c강도간벌,남부11,18,2,15,15.1,8,8.8,25.1,954,517.4,0.48,17.1,76.6,3.19,8.12,list(),NA,NA,cSouth
b잣나무림_2014_남부12,b잣나무림,2,2014,a무간벌,남부12,38,4,29.1,29.8,17,18.8,19.4,745,921.9,0.85,51.9,443.2,1.41,5.2,list(),NA,NA,cSouth
b잣나무림_2014_남부12,b잣나무림,2,2014,b약도간벌,남부12,38,4,30.8,30.9,17.6,19.5,20.4,374,483.5,0.44,28,242.8,2.06,3.86,list(),NA,NA,cSouth
b잣나무림_2014_남부12,b잣나무림,2,2014,c강도간벌,남부12,38,4,32,32.2,18.8,21,21.3,304,412.5,0.38,24.7,228.6,2.58,4.12,list(),NA,NA,cSouth
b잣나무림_2014_남부13,b잣나무림,2,2014,a무간벌,남부13,77,8,42,43,21.5,24.8,18.8,379,731.7,0.67,55,593.9,2.35,0.75,list(),NA,NA,cSouth
b잣나무림_2014_남부13,b잣나무림,2,2014,b약도간벌,남부13,77,8,37.6,38.8,22,24.8,18.1,462,788.8,0.72,54.8,597.5,0.87,2.57,list(),NA,NA,cSouth
b잣나무림_2014_남부13,b잣나무림,2,2014,c강도간벌,남부13,77,8,45.4,46,24.2,26.4,19.5,287,600.8,0.55,47.6,556.4,0.64,1.31,list(),NA,NA,cSouth
b잣나무림_2014_남부14,b잣나무림,2,2014,a무간벌,남부14,69,7,33.9,35,17.4,19.9,16,702,1056.1,0.97,67.5,593,0.45,1.84,list(),NA,NA,cSouth
b잣나무림_2014_남부14,b잣나무림,2,2014,b약도간벌,남부14,69,7,42.2,43,17.3,18.8,15.7,346,668.7,0.61,50.3,422,1.17,2.9,list(),NA,NA,cSouth
b잣나무림_2014_남부14,b잣나무림,2,2014,c강도간벌,남부14,69,7,38.2,38.7,16.6,19.2,15.3,371,629.9,0.58,43.6,358.7,0.6,1.36,list(),NA,NA,cSouth
b잣나무림_2014_남부15,b잣나무림,2,2014,a무간벌,남부15,32,4,19.3,19.7,14.2,15.4,18.6,1452,1086.2,1,44.2,323.3,0.78,3.89,list(),NA,NA,cSouth
b잣나무림_2014_남부15,b잣나무림,2,2014,b약도간벌,남부15,32,4,23.1,23.5,14.7,16.3,20.6,992,922.1,0.85,43.2,322.3,1.52,-6.02,list(),NA,NA,cSouth
b잣나무림_2014_남부15,b잣나무림,2,2014,c강도간벌,남부15,32,4,23,23.3,14.5,15.9,20.3,1019,935.8,0.86,43.5,317.8,2.77,-13.39,list(),NA,NA,cSouth
b잣나무림_2014_동부01,b잣나무림,2,2014,a무간벌,동부01,42,5,31.2,31.4,17.9,19.1,18.3,469,619.5,0.57,36.4,319.4,0.71,1.69,list(),NA,NA,bEast
b잣나무림_2014_동부01,b잣나무림,2,2014,b약도간벌,동부01,42,5,31.2,31.6,18.6,20.5,19.8,552,733.3,0.67,43.2,395.6,1.61,4.62,list(),NA,NA,bEast
b잣나무림_2014_동부01,b잣나무림,2,2014,c강도간벌,동부01,42,5,29.9,30.2,17.7,19.3,19.1,292,366.5,0.34,20.8,182.1,1.88,2.66,list(),NA,NA,bEast
b잣나무림_2014_동부03,b잣나무림,2,2014,a무간벌,동부03,44,5,28.4,29.1,20.2,22.9,21.9,679,817.3,0.75,45.2,458.2,1.34,4.43,list(),NA,NA,bEast
b잣나무림_2014_동부03,b잣나무림,2,2014,b약도간벌,동부03,44,5,30.2,30.6,20,21.3,19.8,360,459.4,0.42,26.4,260.3,0.94,1.65,list(),NA,NA,bEast
b잣나무림_2014_동부03,b잣나무림,2,2014,c강도간벌,동부03,44,5,31.8,32.2,20.4,22.3,20.3,253,344.3,0.32,20.6,206.7,1.79,2.33,list(),NA,NA,bEast
b잣나무림_2014_동부04,b잣나무림,2,2014,a무간벌,동부04,35,4,34.9,35.2,18.6,21.3,23.6,328,498.2,0.46,32,295.3,2.02,-2.12,list(),NA,NA,bEast
b잣나무림_2014_동부04,b잣나무림,2,2014,b약도간벌,동부04,35,4,36.5,36.9,20.6,22.3,24.6,308,494.1,0.45,32.9,333.5,1.89,3.63,list(),NA,NA,bEast
b잣나무림_2014_동부04,b잣나무림,2,2014,c강도간벌,동부04,35,4,36.8,37.1,20.3,21.5,24.2,228,367.6,0.34,24.6,243.2,2.04,2.84,list(),NA,NA,bEast
b잣나무림_2014_동부05,b잣나무림,2,2014,a무간벌,동부05,42,5,31.2,31.6,19.6,21.1,20.4,505,672.9,0.62,39.8,384.2,1.37,3.64,list(),NA,NA,bEast
b잣나무림_2014_동부05,b잣나무림,2,2014,b약도간벌,동부05,42,5,31.1,31.4,19.3,21.3,20.3,416,548.5,0.5,32.2,306.1,1.6,3.43,list(),NA,NA,bEast
b잣나무림_2014_동부05,b잣나무림,2,2014,c강도간벌,동부05,42,5,33,33.2,18.9,20.3,19.8,288,407.4,0.37,25,232.2,1.6,2.53,list(),NA,NA,bEast
b잣나무림_2014_동부06,b잣나무림,2,2014,a무간벌,동부06,37,4,20.4,21,13.8,16.6,17.8,649,525.7,0.48,22.5,166.6,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부06,b잣나무림,2,2014,b약도간벌,동부06,37,4,20.9,21.4,13.5,15.2,17.8,852,705.4,0.65,30.7,213.5,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부06,b잣나무림,2,2014,c강도간벌,동부06,37,4,18.3,19,12.6,14.4,16.9,1065,761.4,0.7,30.1,198.6,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부07,b잣나무림,2,2014,a무간벌,동부07,76,8,41.1,41.3,21.4,23.5,17.7,349,641.7,0.59,46.7,490.3,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부07,b잣나무림,2,2014,b약도간벌,동부07,76,8,40,40.3,22.1,24.1,17.2,397,708.2,0.65,50.6,544.2,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부07,b잣나무림,2,2014,c강도간벌,동부07,76,8,42,42.5,21.7,24.2,17.4,367,698.5,0.64,52,550.3,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부08,b잣나무림,2,2014,a무간벌,동부08,48,5,28.8,30,17.6,20.8,18.5,739,923.4,0.85,52.4,475.6,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부08,b잣나무림,2,2014,b약도간벌,동부08,48,5,27.1,28.1,17.6,20.1,18.2,671,774.3,0.71,41.7,366.8,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부08,b잣나무림,2,2014,c강도간벌,동부08,48,5,28.4,29.4,18.2,20.2,18.4,504,614.1,0.56,34.3,307.7,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부09,b잣나무림,2,2014,a무간벌,동부09,37,4,27.7,28,15.7,17.9,19,381,437,0.4,23.5,184,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부09,b잣나무림,2,2014,b약도간벌,동부09,37,4,27.5,27.7,14.6,15.6,18.9,475,538.7,0.49,28.7,206.8,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부09,b잣나무림,2,2014,c강도간벌,동부09,37,4,28.2,28.5,16.4,18.2,20.1,389,454.8,0.42,24.7,201.2,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부10,b잣나무림,2,2014,a무간벌,동부10,34,4,22,22.6,14.6,16.8,18.9,720,636,0.58,28.8,219.2,1.57,4.22,list(),NA,NA,bEast
b잣나무림_2014_동부10,b잣나무림,2,2014,b약도간벌,동부10,34,4,24.3,24.5,14.8,16.8,20.3,544,531,0.49,25.7,190.8,1.77,3.84,list(),NA,NA,bEast
b잣나무림_2014_동부10,b잣나무림,2,2014,c강도간벌,동부10,34,4,22,22.1,15,16.8,19.5,318,273.3,0.25,12.2,91,2.22,2.56,list(),NA,NA,bEast
b잣나무림_2014_동부11,b잣나무림,2,2014,a무간벌,동부11,73,8,43.2,43.3,22.7,24,18.8,268,522.9,0.48,39.5,435.9,1.44,2.71,list(),NA,NA,bEast
b잣나무림_2014_동부11,b잣나무림,2,2014,b약도간벌,동부11,73,8,46.1,46.4,21.4,24.1,18.5,218,460.5,0.42,36.7,383.2,1.85,3.04,list(),NA,NA,bEast
b잣나무림_2014_동부11,b잣나무림,2,2014,c강도간벌,동부11,73,8,43.9,44,21.7,24.4,18.1,212,421.2,0.39,32.2,341.3,1.56,2.33,list(),NA,NA,bEast
b잣나무림_2014_동부12,b잣나무림,2,2014,a무간벌,동부12,56,6,45,45.3,22.2,23.6,19.9,203,418.1,0.38,32.7,353.4,1.56,2.25,list(),NA,NA,bEast
b잣나무림_2014_동부12,b잣나무림,2,2014,b약도간벌,동부12,56,6,41.9,42.4,21.6,23.7,19.2,199,377.8,0.35,28.1,298.2,3.02,3.98,list(),NA,NA,bEast
b잣나무림_2014_동부12,b잣나무림,2,2014,c강도간벌,동부12,56,6,44.5,44.8,21.9,23.3,19.1,195,394.9,0.36,30.6,325.7,1.97,2.74,list(),NA,NA,bEast
b잣나무림_2014_동부13,b잣나무림,2,2014,a무간벌,동부13,21,3,15.6,16,9,10.3,20.3,1059,614.2,0.56,21.2,106.3,2.6,7.74,list(),NA,NA,bEast
b잣나무림_2014_동부13,b잣나무림,2,2014,b약도간벌,동부13,21,3,15.4,15.5,9,10.5,22.5,847,474.8,0.44,16,80.1,3.08,7.07,list(),NA,NA,bEast
b잣나무림_2014_동부13,b잣나무림,2,2014,c강도간벌,동부13,21,3,16.5,16.7,8.9,10.1,22.6,620,378.8,0.35,13.5,65.6,3.54,6.37,list(),NA,NA,bEast
b잣나무림_2014_동부14,b잣나무림,2,2014,a무간벌,동부14,38,4,26.2,26.8,15.3,18.2,19.1,653,711.1,0.65,36.9,291.7,1.34,4.04,list(),NA,NA,bEast
b잣나무림_2014_동부14,b잣나무림,2,2014,b약도간벌,동부14,38,4,25.3,25.7,14,16.4,18.2,569,588.4,0.54,29.5,209.2,1.81,4.43,list(),NA,NA,bEast
b잣나무림_2014_동부14,b잣나무림,2,2014,c강도간벌,동부14,38,4,27.2,27.5,15.2,16.2,18.1,406,456.5,0.42,24.2,180.1,2.15,3.89,list(),NA,NA,bEast
b잣나무림_2014_동부15,b잣나무림,2,2014,a무간벌,동부15,43,5,24.3,24.6,16,17.8,17,834,818.6,0.75,39.7,317.9,0.93,3.2,list(),NA,NA,bEast
b잣나무림_2014_동부15,b잣나무림,2,2014,b약도간벌,동부15,43,5,31,31.3,18.1,19.9,19,549,720.3,0.66,42.2,375.6,1.83,5.15,list(),NA,NA,bEast
b잣나무림_2014_동부15,b잣나무림,2,2014,c강도간벌,동부15,43,5,30.3,30.4,18.8,21.1,19.6,298,377.5,0.35,21.6,199.4,1.94,2.81,list(),NA,NA,bEast
b잣나무림_2015_북부01,b잣나무림,2,2015,a무간벌,북부01,44,5,31.9,32.3,18.1,19.4,18.4,572,781.6,0.72,47,418.8,NA,NA,list(),NA,NA,aNorth
b잣나무림_2015_북부01,b잣나무림,2,2015,b약도간벌,북부01,44,5,32.1,32.5,17.4,18.9,18.7,379,521.6,0.48,31.5,270.6,NA,NA,list(),NA,NA,aNorth
b잣나무림_2015_북부01,b잣나무림,2,2015,c강도간벌,북부01,44,5,32.2,32.5,16.2,18.5,18.2,204,281,0.26,16.9,135.7,NA,NA,list(),NA,NA,aNorth
c낙엽송림_2013_남부01,c낙엽송림,2,2013,a무간벌,남부01,52,6,26.5,27.2,25.8,29.5,26.3,732,820.4,0.82,42.4,515.9,0.61,2.07,list(),NA,NA,cSouth
c낙엽송림_2013_남부01,c낙엽송림,2,2013,b약도간벌,남부01,52,6,25.7,26,23.5,26.9,24.3,573,605.8,0.6,30.5,348,0.59,1.45,list(),NA,NA,cSouth
c낙엽송림_2013_남부01,c낙엽송림,2,2013,c강도간벌,남부01,52,6,23.7,24.3,22.6,26.5,23.4,629,605.4,0.6,29.2,331.2,0.75,1.88,list(),NA,NA,cSouth
c낙엽송림_2013_남부02,c낙엽송림,2,2013,a무간벌,남부02,39,4,25.4,25.9,21.8,24.5,24.9,593,621.3,0.62,31.2,335.8,1.58,7.22,list(),NA,NA,cSouth
c낙엽송림_2013_남부02,c낙엽송림,2,2013,b약도간벌,남부02,39,4,27.9,28.1,22.5,24.1,24.9,423,496.1,0.49,26.2,277.9,1.04,1.99,list(),NA,NA,cSouth
c낙엽송림_2013_남부02,c낙엽송림,2,2013,c강도간벌,남부02,39,4,27.6,27.9,23,25.8,26.5,369,429,0.43,22.5,247.3,1.74,2.94,list(),NA,NA,cSouth
c낙엽송림_2013_남부03,c낙엽송림,2,2013,a무간벌,남부03,51,6,20.1,20.6,17.3,20.2,18,693,529.5,0.53,23,216,0.43,1.06,list(),NA,NA,cSouth
